,message_id,dt,text,sender_id,source
238,14640,2022-04-17 10:27:40,,5005348071,DollarEuroFrank
239,14639,2022-04-17 10:27:34,Продам евро Вологда,1733443344,DollarEuroFrank
240,14638,2022-04-17 10:23:53,,117636019,DollarEuroFrank
241,14637,2022-04-17 10:21:44,,1228138866,DollarEuroFrank
242,14636,2022-04-17 10:12:30,Здравствуйте. Продам до 600 евро. Москва. Курс 110. Встреча в банке. Писать в личку,834343891,DollarEuroFrank
243,14635,2022-04-17 10:04:13,Куплю/продам много валюты/USDT,1822686894,DollarEuroFrank
244,14634,2022-04-17 10:02:19,"Продаю доллары, казань.
92 руб. Купюры новые.",378203511,DollarEuroFrank
245,14633,2022-04-17 10:00:44,"Купим $ 88p
Продаем $ 92р
Честно, безопасно, проверка в банке и тд",5045361587,DollarEuroFrank
246,14632,2022-04-17 09:57:26,Куплю $ Краснодар,284684077,DollarEuroFrank
247,14631,2022-04-17 09:54:40,Продам $ по 90₽ москва или запад мо,142046548,DollarEuroFrank
248,14630,2022-04-17 09:39:11,"Москва. Продаю Доллары 92р
Покупаю доллары ветхие, старые, с печатью, мятые, всякую некондицию которую не принимают в банках и не покупают с рук. С вопросами в личку",5184328819,DollarEuroFrank
249,14629,2022-04-17 09:32:13,🔹💵Продам 1000$ москва сегодня,355153480,DollarEuroFrank
250,14628,2022-04-17 09:27:01,Продам $ 500 - по 93 мск,731896425,DollarEuroFrank
251,14626,2022-04-17 09:02:27,"В Германии есть евро по курсу 100р, в Москве беру рубли, предложение в личку",1316762833,DollarEuroFrank
252,14625,2022-04-17 08:53:52,"Краснодар продам наличные
Доллар $ 92
Евро     € 102
Новые купюры, нового образца. Обмен только через проверку в кассе банка. Запрос в л/с",457763062,DollarEuroFrank
253,14623,2022-04-17 08:49:51,Продам доллар 95 пермь,1078382155,DollarEuroFrank
254,14622,2022-04-17 08:43:31,€ 99. Екб,1470314840,DollarEuroFrank
255,14621,2022-04-17 08:18:06,Продам $ Ставрополь,5002626140,DollarEuroFrank
256,14620,2022-04-17 07:51:06,Продам 💵 Краснодар,496552378,DollarEuroFrank
257,14619,2022-04-17 07:46:16,Продам доллар Екатеринбург,94365040,DollarEuroFrank
258,14618,2022-04-17 07:43:06,Москва,142046548,DollarEuroFrank
259,14617,2022-04-17 07:26:58,Продам $ по 90₽,142046548,DollarEuroFrank
260,14616,2022-04-17 07:26:17,Здравствуйте. Продам до 600 евро. Москва. Курс 110. Встреча в банке. Писать в личку,834343891,DollarEuroFrank
261,14615,2022-04-17 07:14:38,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
262,14614,2022-04-17 06:58:42,Продам $ 500 - по 93 мск,731896425,DollarEuroFrank
263,14613,2022-04-17 06:42:49,Куплю $ Челябинск,864724279,DollarEuroFrank
264,14612,2022-04-17 06:42:20,,864724279,DollarEuroFrank
265,14611,2022-04-17 04:50:44,"Продам доллары по 92р, купюры нового образца , встреча в МСК центр или запад,  проверка в банке за счет покупателя.",263773408,DollarEuroFrank
266,14610,2022-04-17 04:49:25,Продам 3800$  по 95 спб,1351038652,DollarEuroFrank
267,14609,2022-04-17 04:48:16,,1351038652,DollarEuroFrank
268,14608,2022-04-17 04:40:36,"СПб, куплю евро (300, 96₽/шт), доллары (400, 87₽/шт)",340285512,DollarEuroFrank
269,14607,2022-04-17 04:28:57,Продам евро 💶 за рубли 100 писать в личку,1036229499,DollarEuroFrank
270,14606,2022-04-17 04:25:26,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
271,14605,2022-04-17 00:17:00,,379503800,DollarEuroFrank
